127.0.0.1 - - [03/Dec/2021:12:22:45 +0900] "GET / HTTP/1.1" 200 1308
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:25:32 +0900] "POST /goodsDelete.cd HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:25:32 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:25:32 +0900] "GET /image/goodsimg/null HTTP/1.1" 404 834
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:27:27 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:27:27 +0900] "GET /image/goodsimg/null HTTP/1.1" 404 834
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:27:28 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:27:28 +0900] "GET /image/goodsimg/null HTTP/1.1" 404 834
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:27:37 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:27:37 +0900] "GET /image/goodsimg/null HTTP/1.1" 404 834
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:27:44 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:27:50 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:28:11 +0900] "GET /index.jsp HTTP/1.1" 200 1316
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:28:12 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:28:36 +0900] "GET /index.jsp HTTP/1.1" 200 1305
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:28:37 +0900] "GET /goodsForm.cd HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:31:53 +0900] "POST /goodsInsert.cd HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:31:53 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 3558
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:31:53 +0900] "GET /image/goodsimg/doggoods.png HTTP/1.1" 200 1132829
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:32:08 +0900] "POST /goodsSelect.cd HTTP/1.1" 200 2552
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:35:22 +0900] "POST /goodsDelete.cd HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:35:22 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:35:49 +0900] "GET /goodsForm.cd HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:36:30 +0900] "POST /goodsInsert.cd HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:36:30 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 3546
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:36:30 +0900] "GET /image/goodsimg/puppy.png HTTP/1.1" 200 50311
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:36:38 +0900] "GET /goodsForm.cd HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:37:54 +0900] "POST /goodsInsert.cd HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:37:54 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 3910
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:37:54 +0900] "GET /image/goodsimg/puppy.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:37:54 +0900] "GET /image/goodsimg/puppy2.png HTTP/1.1" 200 36410
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:38:32 +0900] "GET /goodsForm.cd HTTP/1.1" 200 1905
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:38:59 +0900] "POST /goodsInsert.cd HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:38:59 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 4272
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:38:59 +0900] "GET /image/goodsimg/puppy3.png HTTP/1.1" 200 53673
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:38:59 +0900] "GET /image/goodsimg/puppy2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:38:59 +0900] "GET /image/goodsimg/puppy.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:39:26 +0900] "GET /goodsSelectAllpaging.cd HTTP/1.1" 200 4268
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:39:26 +0900] "GET /image/goodsimg/puppy3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:39:26 +0900] "GET /image/goodsimg/puppy2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Dec/2021:12:39:26 +0900] "GET /image/goodsimg/puppy.png HTTP/1.1" 304 -
